"grouping","age_group","pfpr","hr","lo","hi"
"four groups","3-12 months",27,1.30426144676194,1.1881228616715,1.43175253703678
"four groups","3-12 months",28,1.31522776775459,1.19680671197772,1.44536629328741
"four groups","3-12 months",29,1.32600072470945,1.20543796701435,1.45862165457167
"four groups","3-12 months",30,1.33656620419727,1.21399090393581,1.47151779507629
"four groups","3-12 months",31,1.34691069100824,1.22244103788786,1.48405391616011
"four groups","3-12 months",32,1.35702134234534,1.23076542707748,1.49622899950439
"four groups","3-12 months",33,1.3668860578415,1.23894287745837,1.50804167739708
"four groups","3-12 months",34,1.37649354480503,1.24695404030009,1.51949022791083
"four groups","3-12 months",35,1.38583337813321,1.25478140350721,1.53057269304445
"four groups","3-12 months",36,1.39489605437839,1.26240918541473,1.54128710801576
"four groups","3-12 months",37,1.40367303948912,1.26982314717844,1.55163182067254
"four groups","3-12 months",38,1.41215680982318,1.27701034615407,1.56160587229054
"four groups","3-12 months",39,1.42034088607518,1.28395885724882,1.57120940540065
"four groups","3-12 months",40,1.42821985295379,1.29065748573429,1.58044405345145
"four groups","3-12 months",41,1.43578933238421,1.29709547332496,1.58931323821824
"four groups","3-12 months",42,1.44304602213336,1.3032623201058,1.59782247201457
"four groups","3-12 months",43,1.44998772315457,1.30914767637588,1.60597955084734
"four groups","3-12 months",44,1.4566133357963,1.31474130984723,1.61379458767151
"four groups","3-12 months",45,1.46292284831137,1.32003318010856,1.62127989838516
"four groups","3-12 months",46,1.4689173179727,1.32501362176703,1.62844973937897
"four groups","3-12 months",47,1.4745988450638,1.32967362756621,1.63531990767051
"four groups","3-12 months",48,1.47997054007289,1.33400521255455,1.64190722710093
"four groups","3-12 months",49,1.48503648448109,1.33800183081315,1.6482289556358
"four groups","3-12 months",50,1.48980167757005,1.34165879280045,1.65430215968527
"four groups","3-12 months",51,1.4942719571305,1.3449736113127,1.66014311588416
"four groups","3-12 months",52,1.49845396966616,1.34794637631697,1.66576678320344
"four groups","3-12 months",53,1.50235511693834,1.35057998968961,1.67118639001125
"four groups","3-12 months",54,1.50598347050369,1.35288019847584,1.67641319311603
"four groups","3-12 months",55,1.50934771986742,1.35485553492752,1.68145642154448
"four groups","3-12 months",56,1.51245711324907,1.35651707466126,1.68632342500292
"four groups","3-12 months",57,1.51532138540569,1.35787800236903,1.69102003056369
"four groups","3-12 months",58,1.51795067070871,1.35895301442277,1.69555107075114
"four groups","3-12 months",59,1.52035542680973,1.35975760408689,1.69992108658366
"four groups","3-12 months",60,1.52254637475994,1.36030727867716,1.70413516095343
"four groups","1-2 years",0,0.967462129436701,0.959171089944431,0.975824836368267
"four groups","1-2 years",1,1,1,1
"four groups","1-2 years",2,1.03361849801921,1.02476776602632,1.04254567216749
"four groups","1-2 years",3,1.06831836305418,1.0501264446369,1.08682543008751
"four groups","1-2 years",4,1.10407698130824,1.07606357169772,1.1328196704322
"four groups","1-2 years",5,1.14084830718046,1.10255589198516,1.18047064049797
"four groups","1-2 years",6,1.17856300876668,1.12956935209654,1.2296817039654
"four groups","1-2 years",7,1.21712888715255,1.15705911654033,1.28031723424009
"four groups","1-2 years",8,1.256431619868,1.18496962704293,1.33220327287506
"four groups","1-2 years",9,1.29633587444984,1.21323472893432,1.38512907626848
"four groups","1-2 years",10,1.33668682917806,1.24177789035309,1.43884964708951
"four groups","1-2 years",11,1.37731212515365,1.27051254051194,1.49308930813929
"four groups","1-2 years",12,1.41802425740285,1.29934255253656,1.54754632691544
"four groups","1-2 years",13,1.45862339359217,1.32816289480931,1.60189854169944
"four groups","1-2 years",14,1.49890058818391,1.35686047224558,1.65580987818138
"four groups","1-2 years",15,1.53864133868321,1.38531517561031,1.70893758386923
"four groups","1-2 years",16,1.57762941024459,1.41340115270298,1.76093995063532
"four groups","1-2 years",17,1.6156508369839,1.4409883100259,1.81148424930654
"four groups","1-2 years",18,1.65249799354882,1.4679440470518,1.86025456771821
"four groups","1-2 years",19,1.68797362085496,1.49413521756364,1.90695923046927
"four groups","1-2 years",20,1.72189468517991,1.51943030319247,1.95133748525434
"four groups","1-2 years",21,1.75409595149512,1.54370177341797,1.99316516961629
"four groups","1-2 years",22,1.78443315944655,1.56682859359598,2.03225912109787
"four groups","1-2 years",23,1.812785703538,1.58869882811802,2.06848016048745
"four groups","1-2 years",24,1.83905873760886,1.60921227020898,2.10173455857147
"four groups","1-2 years",25,1.86318464545646,1.62828301337092,2.13197398398083
"four groups","1-2 years",26,1.88512384453351,1.64584186410867,2.15919401901552
"four groups","1-2 years",27,1.90486491507011,1.66183848249546,2.18343141218897
"four groups","1-2 years",28,1.92242407243512,1.67624312941345,2.20476030560747
"four groups","1-2 years",29,1.93784402394081,1.68904789929386,2.22328772481411
"four groups","1-2 years",30,1.95119227146644,1.70026732739555,2.23914864379715
"four groups","1-2 years",31,1.96255893779316,1.70993828308555,2.25250093667803
"four groups","1-2 years",32,1.97205420589563,1.71811909482703,2.26352049907353
"four groups","1-2 years",33,1.97980546742827,1.72488789751621,2.27239677111946
"four groups","1-2 years",34,1.98595427838756,1.73034024400036,2.27932882536888
"four groups","1-2 years",35,1.99065321751343,1.7345860751169,2.28452210544206
"four groups","1-2 years",36,1.99406273664538,1.73774619013736,2.28818582382468
"four groups","1-2 years",37,1.99634808285234,1.73994839664245,2.2905309580438
"four groups","1-2 years",38,1.99767636064731,1.74132354177004,2.29176873002738
"four groups","1-2 years",39,1.99821378974861,1.7420016337376,2.29210941724236
"four groups","1-2 years",40,1.99812325269815,1.74210829285202,2.29176139586414
"four groups","1-2 years",41,1.99756240024802,1.74176188748706,2.29093056378769
"four groups","1-2 years",42,1.99668148293265,1.74107085731999,2.28981889365654
"four groups","1-2 years",43,1.99562150726542,1.74013176603582,2.28862278017763
"four groups","1-2 years",44,1.99451286011881,1.73902827769126,2.28753126111362
"four groups","1-2 years",45,1.9934742130755,1.73783094725431,2.28672382919388
"four groups","1-2 years",46,1.99261169072602,1.73659779206165,2.28636784416518
"four groups","1-2 years",47,1.99201828409033,1.73537555676064,2.28661561394661
"four groups","1-2 years",48,1.99177348851642,1.73420152984832,2.28760127429011
"four groups","1-2 years",49,1.99194314490799,1.73310572080852,2.28943765224829
"four groups","1-2 years",50,1.99257965495299,1.73211329909415,2.29221361178219
"four groups","1-2 years",51,1.99372284793518,1.73124722522979,2.29599258641479
"four groups","1-2 years",52,1.99539969573475,1.73052963836475,2.30081002802166
"four groups","1-2 years",53,1.9976246512429,1.72998308537492,2.30667240679321
"four groups","1-2 years",54,2.0004008812049,1.72963162943701,2.31355834237829
"four groups","1-2 years",55,2.00372052207744,1.72950047705406,2.32141938314643
"four groups","1-2 years",56,2.00756518311803,1.72961505635153,2.33018205390123
"four groups","1-2 years",57,2.01190687683614,1.72999976447766,2.33975134804872
"four groups","1-2 years",58,2.01670965390331,1.73067685060785,2.35001573327705
"four groups","1-2 years",59,2.02193079274173,1.73166452415642,2.36085227456443
"four groups","1-2 years",60,2.02752134522385,1.73297428988797,2.37213144437596
"four groups","2-5 years",0,0.964558656506839,0.957793434967147,0.971371663112506
"four groups","2-5 years",1,1,1,1
"four groups","2-5 years",2,1.03672571599704,1.0294606014224,1.04404210197507
"four groups","2-5 years",3,1.0747363753122,1.05974828053198,1.08993644777548
"four groups","2-5 years",4,1.11400170512298,1.09083834316005,1.13765692854348
"four groups","2-5 years",5,1.15446020147098,1.12268666391015,1.18713297273751
"four groups","2-5 years",6,1.19601907220535,1.15522987512318,1.23824846628591
"four groups","2-5 years",7,1.23855459666414,1.18838570231053,1.29084142121143
"four groups","2-5 years",8,1.28191298997091,1.22205348548081,1.34470457584727
"four groups","2-5 years",9,1.32591185269991,1.25611492709119,1.39958709447172
"four groups","2-5 years",10,1.37034227142919,1.29043510499176,1.45519750168119
"four groups","2-5 years",11,1.41497161298968,1.32486378332617,1.51120793757384
"four groups","2-5 years",12,1.45954702590349,1.35923704621595,1.56725975557709
"four groups","2-5 years",13,1.50379962824012,1.39337926884412,1.62297040903377
"four groups","2-5 years",14,1.54744932387719,1.42710542863686,1.67794149045825
"four groups","2-5 years",15,1.59021015129936,1.46022374619035,1.73176770470481
"four groups","2-5 years",16,1.63179603312396,1.49253863183106,1.7840464808957
"four groups","2-5 years",17,1.67192676363053,1.52385390001759,1.83438786547176
"four groups","2-5 years",18,1.71033404734518,1.55397620021424,1.88242429524007
"four groups","2-5 years",19,1.74676738757846,1.58271860052825,1.92781983183196
"four groups","2-5 years",20,1.78099961974306,1.60990424880338,1.97027844847456
"four groups","2-5 years",21,1.81283189235038,1.63537002598418,2.00955099928831
"four groups","2-5 years",22,1.84209791770733,1.65897009800383,2.04544056731626
"four groups","2-5 years",23,1.8686673435774,1.68057926533945,2.07780597617174
"four groups","2-5 years",24,1.89244813522402,1.70009600430359,2.106563356097
"four groups","2-5 years",25,1.91338790032149,1.7174450905269,2.13168576817411
"four groups","2-5 years",26,1.93147413616938,1.7325796948832,2.15320100409162
"four groups","2-5 years",27,1.94673342440586,1.74548284522286,2.17118778111802
"four groups","2-5 years",28,1.95922964164733,1.75616815637484,2.18577063635711
"four groups","2-5 years",29,1.96906129168641,1.76467974716129,2.19711388236575
"four groups","2-5 years",30,1.97635809420963,1.77109128824587,2.20541501303217
"four groups","2-5 years",31,1.98127698578653,1.77550415960639,2.21089794308205
"four groups","2-5 years",32,1.98399769953329,1.77804473962392,2.21380642682024
"four groups","2-5 years",33,1.98471809186477,1.77886089736239,2.21439793859994
"four groups","2-5 years",34,1.98364937782371,1.77811781012224,2.21293821575853
"four groups","2-5 years",35,1.98101142280425,1.77599327463279,2.20969657562039
"four groups","2-5 years",36,1.97702821927376,1.772672716147,2.20494203143174
"four groups","2-5 years",37,1.97192365433742,1.76834412080296,2.19894015694739
"four groups","2-5 years",38,1.96591764946058,1.76319312062229,2.19195059194456
"four groups","2-5 years",39,1.95922272905107,1.75739844783603,2.1842250439887
"four groups","2-5 years",40,1.95204113693052,1.75112801802348,2.17600572947826
"four groups","2-5 years",41,1.94456290210105,1.74453610935482,2.1675245699707
"four groups","2-5 years",42,1.9369634511735,1.73776059853447,2.15900131142693
"four groups","2-5 years",43,1.92940173408375,1.73092111714885,2.15064165235744
"four groups","2-5 years",44,1.92201906816507,1.72411835575702,2.1426355598239
"four groups","2-5 years",45,1.91493836799032,1.71743425095663,2.13515536397324
"four groups","2-5 years",46,1.90826371893102,1.71093297784873,2.12835363403138
"four groups","2-5 years",47,1.90208025298396,1.70466262199048,2.12236089541695
"four groups","2-5 years",48,1.89645428722635,1.69865735805311,2.11728330406863
"four groups","2-5 years",49,1.89143368871704,1.69293992334156,2.11320044467519
"four groups","2-5 years",50,1.88704867637081,1.68752433303027,2.11016376907495
"four groups","2-5 years",51,1.8833134038397,1.68241885584895,2.10819640112302
"four groups","2-5 years",52,1.88022604197779,1.67762733904331,2.1072915817809
"four groups","2-5 years",53,1.87776961489041,1.67315050310023,2.1074127641669
"four groups","2-5 years",54,1.87591389187674,1.66898733304191,2.10849588853517
"four groups","2-5 years",55,1.87461610188673,1.66513484148152,2.11045102288913
"four groups","2-5 years",56,1.87382193451036,1.66158743682843,2.11316513619903
"four groups","2-5 years",57,1.8734670340917,1.65833616767503,2.11650616819699
"four groups","2-5 years",58,1.8734791974253,1.65536826062911,2.12032838049668
"four groups","2-5 years",59,1.8737801360201,1.65266599655943,2.12447766545262
"four groups","2-5 years",60,1.87428659051804,1.65020488356358,2.12879640484981
"six bands","<1 month",0,0.997724554868392,0.993757320311866,1.00170762724539
"six bands","<1 month",1,1,1,1
"six bands","<1 month",2,1.00228195104344,0.998299195683135,1.0062805957687
"six bands","<1 month",3,1.00457357354442,0.996614625010556,1.01259608211461
"six bands","<1 month",4,1.00687963294613,0.994960576284548,1.01894147306575
"six bands","<1 month",5,1.00920607502418,0.993355040619652,1.02531004547012
"six bands","<1 month",6,1.01155963285943,0.991818607327468,1.0316935811357
"six bands","<1 month",7,1.01394746092069,0.990373434013315,1.03808262439083
"six bands","<1 month",8,1.01637679682688,0.989042297105076,1.0444667494522
"six bands","<1 month",9,1.01885465131813,0.987847728299116,1.05083483089031
"six bands","<1 month",10,1.02138752687527,0.986811241320198,1.05717531010359
"six bands","<1 month",11,1.02398116533234,0.985952651962469,1.06347645078933
"six bands","<1 month",12,1.02664032470271,0.985289492904018,1.06972657670304
"six bands","<1 month",13,1.02936858534608,0.984836523515635,1.07591428546421
"six bands","<1 month",14,1.03216818548984,0.984605333850664,1.08202863270185
"six bands","<1 month",15,1.03503988603114,0.984604041284909,1.08805928145216
"six bands","<1 month",16,1.037982864471,0.984837077829938,1.09399661242392
"six bands","<1 month",17,1.04099463773532,0.985305065823582,1.09983179157604
"six bands","<1 month",18,1.0440710135944,0.986004779562195,1.10555679244481
"six bands","<1 month",19,1.04720607028067,0.986929190129014,1.11116437187285
"six bands","<1 month",20,1.05039216384908,0.988067590329673,1.11664799926027
"six bands","<1 month",21,1.05361996270203,0.989405795922376,1.12200174122622
"six bands","<1 month",22,1.05687850858456,0.990926418295918,1.12722010563489
"six bands","<1 month",23,1.06015530321606,0.992609202316588,1.13229785127327
"six bands","<1 month",24,1.06343641952752,0.994431421177852,1.1372297720018
"six bands","<1 month",25,1.06670663629308,0.996368318004908,1.14201046676204
"six bands","<1 month",26,1.06994959468149,0.998393581640824,1.14663410924342
"six bands","<1 month",27,1.0731479750097,1.00047984194331,1.15109423297374
"six bands","<1 month",28,1.07628369168251,1.00259916818059,1.15538354882525
"six bands","<1 month",29,1.07933810400442,1.00472355316212,1.15949381209329
"six bands","<1 month",30,1.08229224024412,1.00682536584068,1.163415755139
"six bands","<1 month",31,1.08512703202525,1.0088777564484,1.16713909896987
"six bands","<1 month",32,1.08782355583392,1.01085500091144,1.17065265301173
"six bands","<1 month",33,1.09036327817729,1.01273277514055,1.1739445069629
"six bands","<1 month",34,1.09272830071434,1.01448835459535,1.1770023123216
"six bands","<1 month",35,1.09490160152284,1.01610073979852,1.17981364451619
"six bands","<1 month",36,1.09686726858555,1.01755071375404,1.1823664301268
"six bands","<1 month",37,1.09861072155429,1.01882084196102,1.18464941803792
"six bands","<1 month",38,1.1001189179499,1.01989542951155,1.18665266909851
"six bands","<1 month",39,1.10138054009608,1.02076045223228,1.18836803625137
"six bands","<1 month",40,1.10238614444102,1.02140346667554,1.18978958962315
"six bands","<1 month",41,1.1031282016531,1.02181345572744,1.1909138820413
"six bands","<1 month",42,1.10360126786009,1.02198083749763,1.19174030836485
"six bands","<1 month",43,1.10380211608176,1.02189749984138,1.19227134977401
"six bands","<1 month",44,1.10372978424923,1.02155683474798,1.19251263875043
"six bands","<1 month",45,1.10338558979577,1.0209538212786,1.19247289583017
"six bands","<1 month",46,1.10277311071289,1.02008515448717,1.19216374080334
"six bands","<1 month",47,1.10189813338268,1.01894941140833,1.19159938929064
"six bands","<1 month",48,1.10076856812004,1.01754723921599,1.19079625383745
"six bands","<1 month",49,1.09939433397313,1.01588154543583,1.18977247593732
"six bands","<1 month",50,1.09778719269815,1.0139576417964,1.18854740156302
"six bands","<1 month",51,1.09596050051109,1.01178327440646,1.18714101039586
"six bands","<1 month",52,1.0939290883649,1.00936874288732,1.18557351691685
"six bands","<1 month",53,1.09170906890341,1.00672687070696,1.18386498444113
"six bands","<1 month",54,1.08931755435956,1.00387278275563,1.18203496958912
"six bands","<1 month",55,1.08677245513795,1.00082366858782,1.1801023560055
"six bands","<1 month",56,1.08409225731941,0.997598418686085,1.17808528999855
"six bands","<1 month",57,1.08129576944999,0.994217127875271,1.17600120562108
"six bands","<1 month",58,1.07840186183001,0.99070051400299,1.17386693472022
"six bands","<1 month",59,1.07542921574549,0.987069276835367,1.17169891234682
"six bands","<1 month",60,1.07239609711593,0.98334344072508,1.16951345936826
"six bands","1-2 months",0,0.995345604387776,0.992789963523953,0.99790782398473
"six bands","1-2 months",1,1,1,1
"six bands","1-2 months",2,1.00467616050362,1.00209670791855,1.00726225274291
"six bands","1-2 months",3,1.00937418738221,1.00419831462418,1.01457673779785
"six bands","1-2 months",4,1.01409418089801,1.00630538562086,1.02194326138554
"six bands","1-2 months",5,1.01883623885424,1.00841864861469,1.0293614492638
"six bands","1-2 months",6,1.02360045541298,1.01053895660266,1.03683077775064
"six bands","1-2 months",7,1.02838691997394,1.01266725081219,1.04435060611002
"six bands","1-2 months",8,1.03319571612072,1.01480452409588,1.0519202097185
"six bands","1-2 months",9,1.03802692064132,1.0169517855332,1.05953881324979
"six bands","1-2 months",10,1.04288060263037,1.01911002704587,1.0672056230232
"six bands","1-2 months",11,1.04775682268063,1.02128019281167,1.07491985764602
"six bands","1-2 months",12,1.05265563217113,1.02346315218368,1.08268077612504
"six bands","1-2 months",13,1.05757707265913,1.02565967670063,1.09048770271654
"six bands","1-2 months",14,1.06252117538262,1.02787042162282,1.09834004791582
"six bands","1-2 months",15,1.06748796087938,1.03009591226024,1.10623732514583
"six bands","1-2 months",16,1.07247743872797,1.0323365351838,1.114179162879
"six bands","1-2 months",17,1.07748960741475,1.03459253423558,1.12216531210966
"six bands","1-2 months",18,1.08252445433051,1.03686401109093,1.13019564927381
"six bands","1-2 months",19,1.08758195589847,1.03915092997559,1.13827017488569
"six bands","1-2 months",20,1.09266207783481,1.04145312601599,1.14638900831333
"six bands","1-2 months",21,1.09776477554103,1.04377031660092,1.15455237924669
"six bands","1-2 months",22,1.10288999462648,1.0461021150631,1.16276061651383
"six bands","1-2 months",23,1.10803767155778,1.04844804595229,1.1710141349694
"six bands","1-2 months",24,1.11320773443062,1.05080756116502,1.17931342121503
"six bands","1-2 months",25,1.11840010385791,1.05318005622414,1.18765901890871
"six bands","1-2 months",26,1.12361469396708,1.05556488605524,1.1960515143857
"six bands","1-2 months",27,1.12885141349791,1.0579613796896,1.20449152324455
"six bands","1-2 months",28,1.13411016699113,1.06036885342433,1.21297967845719
"six bands","1-2 months",29,1.13939085605699,1.06278662208758,1.22151662044472
"six bands","1-2 months",30,1.1446933807117,1.06521400818278,1.23010298942703
"six bands","1-2 months",31,1.15001764076923,1.06765034881267,1.23873942021489
"six bands","1-2 months",32,1.15536353727463,1.07009500040843,1.2474265394701
"six bands","1-2 months",33,1.16073097396482,1.0725473414012,1.25616496532562
"six bands","1-2 months",34,1.16611985874229,1.07500677307155,1.26495530913518
"six bands","1-2 months",35,1.17153010514649,1.07747271888951,1.27379817901941
"six bands","1-2 months",36,1.17696163380815,1.07994462271282,1.28269418479684
"six bands","1-2 months",37,1.18241437387111,1.08242194624141,1.29164394383517
"six bands","1-2 months",38,1.18788826436703,1.08490416613137,1.30064808733534
"six bands","1-2 months",39,1.19338325552835,1.0873907711538,1.30970726656463
"six bands","1-2 months",40,1.19889930990479,1.08988125977086,1.3188221582894
"six bands","1-2 months",41,1.20443640271021,1.09237513849929,1.32799346767123
"six bands","1-2 months",42,1.20999452334869,1.09487192075521,1.33722193325038
"six bands","1-2 months",43,1.2155736767615,1.09737112674978,1.34650833033299
"six bands","1-2 months",44,1.22117388423909,1.09987228457789,1.35585347176913
"six bands","1-2 months",45,1.22679518409822,1.10237493235824,1.36525820712103
"six bands","1-2 months",46,1.2324376322183,1.10487862130625,1.37472342030848
"six bands","1-2 months",47,1.23810130243055,1.1073829195505,1.38425002591015
"six bands","1-2 months",48,1.24378628675501,1.10988741644581,1.39383896438234
"six bands","1-2 months",49,1.24949269548182,1.1123917270956,1.40349119652186
"six bands","1-2 months",50,1.25522065686646,1.11489549657583,1.41320769728046
"six bands","1-2 months",51,1.26097031607636,1.11739840315786,1.42298944900235
"six bands","1-2 months",52,1.26674183552745,1.11990016207632,1.43283743695547
"six bands","1-2 months",53,1.27253539450434,1.12240052793121,1.44275264486116
"six bands","1-2 months",54,1.27835118774768,1.12489929508416,1.45273605055788
"six bands","1-2 months",55,1.28418942510304,1.12739629793667,1.4627886241641
"six bands","1-2 months",56,1.29005033088168,1.12989140979796,1.47291132738634
"six bands","1-2 months",57,1.29593414272965,1.13238454013342,1.48310511382869
"six bands","1-2 months",58,1.30184110976135,1.13487563008859,1.49337092993386
"six bands","1-2 months",59,1.30777149111078,1.13736464743112,1.50370971774529
"six bands","1-2 months",60,1.31372555512569,1.13985158141518,1.51412241938336
"six bands","3-11 months",0,0.989095890756739,0.983920193141293,0.994298814000842
"six bands","3-11 months",1,1,1,1
"six bands","3-11 months",2,1.01102350512141,1.00573639158066,1.01633841279372
"six bands","3-11 months",3,1.02216563648185,1.01151431305986,1.03292911915771
"six bands","3-11 months",4,1.03342428992056,1.01734339842433,1.04975936802843
"six bands","3-11 months",5,1.04479607786511,1.02323588973028,1.06681055197356
"six bands","3-11 months",6,1.05627638119692,1.02920593773231,1.08405883853796
"six bands","3-11 months",7,1.06785940203959,1.03526891104524,1.10147584879474
"six bands","3-11 months",8,1.07953821767902,1.04144072248849,1.11902937753856
"six bands","3-11 months",9,1.09130483583932,1.04773718212546,1.13668414660088
"six bands","3-11 months",10,1.10315025153787,1.05417338638864,1.15440258043038
"six bands","3-11 months",11,1.11506450574806,1.06076315203365,1.17214559121462
"six bands","3-11 months",12,1.12703674606954,1.06751850276632,1.18987335929022
"six bands","3-11 months",13,1.13905528959272,1.07444921547804,1.20754609343906
"six bands","3-11 months",14,1.15110768810296,1.08156243215438,1.22512475490698
"six bands","3-11 months",15,1.16318079573453,1.08886234277168,1.24257172869218
